Title1,Title2,Title3,Title4,Title5,RegulatorRuleFullRequirement
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.3 The FSCS's power to impose levies,Levies on the Society of Lloyd’s,"The FSCS may impose a levy on the Society to be calculated as the aggregate of the levies that would be imposed on each member if this chapter applied to members, as follows:
a share of the base costs levy for each financial year; and
a share of a specific costs levy or a compensation costs levy allocated to the insurers – life contribution class or insurers – general contribution class in the retail pool in accordance with this chapter."
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.3 The FSCS's power to impose levies,Levies on the Society of Lloyd’s,"The following core provisions of the Act apply to the carrying on of insurance market activities by members:
Part 9A (Rules and guidance) for the purpose of applying the rules in FEES 6 and relevant interpretative provisions;
Part XV (Financial Services Compensation Scheme).
[Note: section 316 of the Act]"
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.3 The FSCS's power to impose levies,Levies on the Society of Lloyd’s,"The insurance market direction in FEES 6.3.25D is intended to advance the FCA’s consumer protection objective in section 1C of the Act by assisting the FSCS to impose a levy on the Society, calculated as the aggregate of the levies that would be imposed on members, in accordance with FEES 6.3.24R. As a result of section 317(2) of the Act, references to an authorised person in Part XV of the Act include a member."
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.3 The FSCS's power to impose levies,Effect of annulment of cancellation or variation of permission under Schedule 6A on levies,"Schedule 6A to the Act sets out a procedure to enable the FCA to cancel or vary the Part 4A permission of a person who it appears to the FCA is not carrying on a regulated activity. Paragraph 5 of that schedule sets out a procedure for annulment of cancellation or variation of Part 4A permission in specified circumstances. Where the FCA grants an application for annulment, paragraph 6 of Schedule 6A sets out its effect. In particular, the cancellation or variation of Part 4A permission is treated as if it had never taken place. As a result of the effect of annulment under Schedule 6A, any levy provided for under this chapter applicable to the person, in relation to the period during which the person’s Part 4A permission was cancelled or varied, applies to the person, unless the exemption in FEES 6.2.1AR applies."
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.4 Management expenses,Obligation on participant firm to pay,A participant firm must pay to the FSCS a share of each management expenses levy.
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.4 Management expenses,Limit on management expenses,The total of all management expenses levies (taken together with the management expenses levies under the PRA Rulebook) attributable to a particular period of the compensation scheme may not exceed the limit applicable to that period set out in FEES 6 Annex 1 R.
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.4 Management expenses,Participant firm's share,A participant firm's share of a management expenses levy consists of one or more of: (1) a share of a base costs levy and (2) a share of a specific costs levy.
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.4 Management expenses,Participant firm's share,The FSCS must ensure that each participant firm's share of a management expenses levy separately identifies the firm's share of the base costs levy and specific costs levy .
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.4 Management expenses,Base costs levy,"Subject to FEES 6.3.22 R, the FSCS must calculate a participant firm's share of a base costs levy by:
for recognised investment exchanges, providing for £1,000 per RIE for each financial year of the compensation scheme (other than in the financial year in which the recognised investment exchange becomes a participant firm, when its share is nil);6
for other participant firms:6
identifying the base costs which the FSCS has incurred, or expects to incur, in the relevant financial year6 of the compensation scheme, but has not yet levied and allocating 50% of those base costs (less any contribution to be made by recognised investment exchanges under (1))6 as the sum to be levied on participants in all the activity groups listed in FEES 4 Annex 1AR;6
calculating the amount of the participant firm’s  regulatory costs6 as a proportion of the total regulatory costs relating to all participant firms (other than recognised investment exchanges)6 for the relevant financial year; and6
applying the proportion calculated in (b) to the sum in (a).6"
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.4 Management expenses,Base costs levy,The FCA and the PRA each allocate 50% of the base costs in a given financial year of the compensation scheme in accordance with their respective rules.
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.4A Management expenses in respect of relevant schemes,Obligation on participant firm to pay,A participant firm (but not a recognised investment exchange)2 must pay to the FSCS a share of each MERS levy.
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.4A Management expenses in respect of relevant schemes,Restriction on management expenses in respect of relevant schemes,The FSCS can impose a MERS levy only if the FSCS has tried its best and has failed to obtain reimbursement of those expenses from the manager of the relevant compensation scheme.
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.4A Management expenses in respect of relevant schemes,Management expenses in respect of relevant schemes levy,The FSCS must calculate a participant firm's share of a MERS levy on a reasonable basis.
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.5 Compensation costs,Allocation,"The FSCS must allocate any compensation costs levy:
first, to the relevant classes (other than the deposit acceptors’ contribution class)15 in proportion to the amount of compensation costs arising from, or expected to arise from, claims in respect of the different activities for which firms in those classes have permission up to the levy limit of each relevant class15; and
next, amongst the categories (if any) within each class:15
in proportion to the categories’ unused levy limits as at the date of the levy;15
up to those levy limits, subject to the conditions in FEES 6.5.2-AAR; and15
thereafter, where the levy limit for a class15 has been reached (whether as a result of compensation costs or specific costs or both)15, to the retail pool, in accordance with, and subject to, FEES 6.5A and subject to the conditions in FEES 6.5.2-AA15."
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.5 Compensation costs,"Cap and clawback caused by other levies on insurers, investment providers and deposit takers","This rule applies in relation to a relevant category or class in the table below.
Relevant category or class
Relevant unused levy limit
Corresponding funding class
Category 1.2 (General insurance provision)
Levy limit of the corresponding funding class in the PRA Rulebook, minus any levy imposed:
(a) on that class by the FSCS under the PRA’s rules; and
(b) on the relevant category or class by the FSCS under the FCA’s rules;
in the same financial year
Corresponding funding class in the PRA Rulebook
Category 2.2 (Life insurance provision)
Category 2.4 (Structured deposits provision)
Deposit acceptors’ contribution class
Category 2.3 (Investment provision)
Levy limit for class 3 (Investment Provision Claims) minus any compensation costs levies or specific costs levies imposed by the FSCS in the same financial year
Class 3 (Investment Provision Claims
An allocation under step (1A) or (2) of FEES 6.5.2-AR to a relevant category or class must be capped as necessary so as not at that time to exceed the relevant unused levy limit in the table in (1), with any outstanding amount reallocated starting with that step.
If a relevant unused levy limit in the table in (1) is exceeded by a subsequent levy imposed on the corresponding funding class by the FSCS (under the PRA’s or FCA’s rules) in the same financial year, the FSCS must recover any previous contributions by the relevant category or class in the way set out in (4), but only to the extent necessary to correct that relevant unused levy limit excess.
If (3) applies, then the FSCS must, as far as reasonably possible:
in the case of a previous contribution by a relevant category under FEES 6.5.2-AR(1A):
impose a levy on the other categories in the class to which the relevant category belongs and thereafter to the other firms in the retail pool, applying FEES 6.5.2-AR(1A) and (2); and
credit the recovered amount to the relevant category.
in the case of a previous contribution by a relevant category or class to the retail pool under FEES 6.5.2-AR(2):
impose a levy on the other firms in the retail pool in accordance with, and subject to, FEES 6.5A; and
credit the recovered amount to the relevant category or class.
The FSCS may, before imposing a levy under (4), raise funds to correct the unused levy limit excess by commercial or other borrowing, or by utilising funds as set out in, and subject to, FEES 6.3.17R."
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.5 Compensation costs,"Cap and clawback caused by other levies on insurers, investment providers and deposit takers","This is an example of the effect of levies under the PRA’s rules on levies on category 1.2 (General insurance provision), as a result of FEES 6.5.2-AAR.
The FSCS allocates a compensation costs levy and specific costs levy totalling £205 million to class 1 (General Insurance Distribution Claims) under FEES 6.5.2-AR (see FEES 6.4.6AR). For the purposes of this example, this is the first levy imposed by the FSCS in that financial year. As a result of FEES 6.5.2-AR(1A), £155 million is allocated to category 1.1 and £50 million to category 1.2.
The FSCS next imposes a levy under the PRA’s rules on the funding class (general insurers) that corresponds to category 1.2. That levy is equal to the levy limit for that funding class (general insurers) in the PRA Rulebook.
As a result of FEES 6.5.2-AAR(3) and (4), the FSCS must raise £50 million by imposing a levy on category 1.1 and credit those funds by way of repayment to category 1.2.
The FSCS then allocates a further compensation costs levy and specific costs levy totalling £50 million to class 1 under FEES 6.5.2-AR. As a result of FEES 6.5.2-AAR(2), the FSCS must allocate the whole amount of that further levy to category 1.1.
Subsequently but in the same financial year, the FSCS incurs further compensation costs and specific costs attributable to class 1 and totalling £75 million. However, if £75 million were allocated to class 1, it would cause category 1.1 to exceed its levy limit of £310 million when combined with the £255 million that category 1.1 has already paid in that financial year. Accordingly, the FSCS imposes a further compensation costs levy and specific costs levy totalling £75 million and allocates it as follows:
£55 million to category 1.1, bringing the total levies paid by that category in the financial year to its levy limit;
£0 to category 1.2; and
£20 million to the retail pool in accordance with FEES 6.5.2-AR(2)."
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.5 Compensation costs,"Cap and clawback caused by other levies on insurers, investment providers and deposit takers","The use made by FSCS of borrowing facilities to provide liquidity until the next levy does not affect the attribution of compensation costs, nor the10 allocation of compensation cost levies; the allocation of a compensation costs levy occurs at the time that the FSCS imposes a levy."
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.5 Compensation costs,"Cap and clawback caused by other levies on insurers, investment providers and deposit takers","If a participant firm which is in default has carried on a regulated activity other than in accordance with a permission, the FSCS must treat any compensation costs or specific costs arising out of that activity as if the relevant permission were held by the participant firm.10"
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.5 Compensation costs,"Cap and clawback caused by other levies on insurers, investment providers and deposit takers","If the relevant person in default is an appointed representative, the FSCS must treat any compensation costs or specific costs arising out of a regulated activity for which his principal has not accepted responsibility to as if the principal had accepted responsibility.10"
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.5 Compensation costs,Participant firm’s share of a levy,"The FSCS must calculate each participant firm's share of a compensation costs levy (subject to FEES 6.3.22 R (Adjustments to calculation of levy shares)) by:
identifying each of the relevant classes and categories15 to which each participant firm belongs, using the statement of business most recently supplied under FEES 6.5.13 R (1);
identifying the compensation costs falling within FEES 6.3.1R13 allocated, in accordance with FEES 6.5.2-AR13, to the classes and categories15 identified in (1);
calculating, in relation to each relevant class and category15, the participant firm's tariff base (see FEES 6 Annex 3AR13) as a proportion of the total tariff base of all participant firms in the class or category as the case may be1513;
applying the proportion calculated in (3) to the figure in (2); and
if more than one class or category15 is relevant, adding together the figure in (4) for each class or category15."
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.5 Compensation costs,Participant firm’s share of a levy,"This is an example of the calculation under FEES 6.5.6AR of a participant firm’s share of a compensation costs levy and a specific costs levy.
A compensation costs levy and specific costs levy totalling £100,000 is allocated to class 1 (the General Insurance Distribution Claims class) under FEES 6.5.2-AR (see FEES 6.4.6AR). That levy of £100,000 is allocated to the categories within that class under FEES 6.5.2-AR(1A), with the result that £75,610 is allocated to category 1.1 and £24,390 is allocated to category 1.2.
The reports under FEES 6.5.13R and under the PRA’s compensation rules show that there are 10 participant firms in category 1.1, each doing the same amount of business in that category; and five participant firms each doing the same amount of business in category 1.2. Two of the participant firms are in both categories.
In this example, as a result of FEES 6.5.6AR, each participant firm in category 1.1 pays a levy of £7,561 and each participant firm in category 1.2 pays a levy of £4,878. The two participant firms that are in both categories will accordingly each pay a levy in respect of class 1 totalling £12,439."
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.5 Compensation costs,Allocation,"When identifying the relevant classes to which a TP firm belongs, the FSCS must identify the activity (or activities) in FEES 6 Annex 3AR that most closely matches that for which the TP firm is treated as having Part 4A permission."
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.5 Compensation costs,4Classes and tariff bases for compensation cost levies and specific costs levies10,Guidance on parts of FEES 6 Annex 3AR can be found in FEES 6 Annex 4 G.44
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.5 Compensation costs,New participant firms4,"A firm or a recognised investment exchange which becomes a participant firm part way through a financial year13 of the compensation scheme will not be liable to pay a share of a compensation costs levy or specific costs levy15 made in that year.4
[Note: since a firm that becomes a participant firm in the course of a financial year of the compensation scheme will already be obtaining a discount in relation to the base costs levy through the modified fee provisions of FEES 4.2.7ER, no rule is necessary in FEES 6 for discounts on the base costs levy.]15"
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.5 Compensation costs,Compensation costs levy for newly authorised firms,"This rule deals with the calculation of:
a participant firm’s compensation costs levy in the financial year of the compensation scheme following the financial year of the compensation scheme in which it became a participant firm; or
a participant firm’s compensation costs levy in the financial year of the compensation scheme in which it had its permission extended, and the following financial year of the compensation scheme; and
the tariff base for the classes that relate to the relevant permissions or extensions, as the case may be.
Unless this rule says otherwise, the tariff base is calculated, where necessary, using the projected valuation of the business to which the tariff relates.
The rest of this rule only applies to a firm that becomes a participant firm, or extends its permission, on or after 1 April 2009.
If a participant firm’s tariff base is calculated using data from a period that begins on or after it became a participant firm or on or after the date that the participant firm receives its extension of permission, as the case may be, the participant firm must use that data.
If a participant firm satisfies the following conditions it must calculate its tariff base under (c) for the financial year following the financial year of the compensation scheme in which it became a participant firm or receives its extension of permission:
it became a participant firm or receives its extension of permission, as the case may be, between 1 April and 31 December inclusive; and
its tariff base, but for this rule, is calculated by reference to the financial year ended in the calendar year ending 31 December or the twelve months ending 31 December before the financial year of the compensation scheme.
If a participant firm satisfies the conditions in (b) it must calculate its tariff base as follows:
it must use actual data in relation to the business to which the tariff relates rather than projected valuations;
the tariff is calculated by reference to the period beginning on the date it became a participant firm or had its permission extended, and ending on the 31 December before the start of the financial year of the compensation scheme; and
the figures are annualised by increasing them by the same proportion as the period of 12 months bears to the period starting from when the participant firm became a participant firm, or had its permission extended, to the 31 December, as the case may be.
Where a participant firm is required to use the method in (c) it must notify the FSCS of its intention to do so by the date specified in FEES 6.5.13R (Reporting requirements).
Where a participant firm is required to use actual data under this rule, FEES 6 Annex 3AR is disapplied, to the extent it is incompatible, in relation to the calculation of that participant firm’s valuation date in its second financial year.
[Note: FEES 6.5.9CR was previously in FEES 6.4.10AR.]"
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.5 Compensation costs,Application of FEES 6.5.9CR,"The table below sets out the period within which a participant firm’s tariff base is calculated (“the data period”) for second year levies calculated under FEES 6.5.9CR. The example is based on a participant firm that extends its permission on 1 November 2009 and has a financial year ending 31 March.
References in this table to dates or months are references to the latest one occurring before the start of the financial year of the compensation scheme unless otherwise stated.
Type of permission acquired on 1 November
Tariff base
Valuation date but for FEES 6.5.9CR
Data period under FEES 6.5.9CR
Dealing in investments as agent in relation to General Insurance Distribution
Annual eligible income
Financial year ended 31 March 2009 – so projected valuations will be used.
1 November to 31 December 2009
[Note: FEES 6.5.9DR was previously in FEES 6.4.10BG.]"
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.5 Compensation costs,Membership of several classes105,A participant firm may belong to more than one class.10
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.5 Compensation costs,Reporting requirements,"For example, when the tariff base for a particular class is based on a firm's annual eligible income the valuation period for that class10 is the firm's last financial year ending in the year to 31 December preceding the financial year13 of the compensation scheme13 for which the calculation is being made.13"
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.5 Compensation costs,Reporting requirements,"If the information in FEES 6.5.13 R has been provided to the FCA under other rule obligations, or in accordance with the PRA Rulebook,15 a participant firm will be deemed to have complied with FEES 6.5.13 R."
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.5 Compensation costs,Reporting requirements,The FSCS may use information provided in accordance with the PRA Rulebook or the FCA’s rules even where that information is provided other than by the end of February each year.
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.5 Compensation costs,Reporting requirements,"The FSCS may use information provided in accordance with the PRA Rulebook or the FCA’s rules that relates to a previous period, if that information has not yet been provided in respect of the financial year of the compensation scheme in which a levy is being imposed, applying FEES 6.5.16R(2)."
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.5 Compensation costs,Reporting requirements,"If a participant firm does not submit a complete statement by the date on which it is due in accordance with FEES 6.5.13 R and any prescribed submission procedures:
the firm must pay an administrative fee of £250 (but not if it is already subject to an administrative fee under FEES 4 Annex 2A R, Part 1 or FEES 5.4.1 R for the same financial year13); and
the compensation costs levy and any specific costs levy will be calculated using (where relevant) the valuation or valuations of business applicable to the previous period, multiplied by the factor of 1.10 (or, if it has become a participant firm part way through a financial year13, on the basis of the information provided to the FCA13  for the purposes of FEES 4.4.2 R) or on any other reasonable basis, making such adjustments as seem appropriate in subsequent levies once the true figures are known."
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.5A The retail pool,Allocation of compensation costs levies and specific costs levies through the retail pool,"The FSCS must allocate a compensation costs levy or specific costs levy, which has been allocated to the retail pool (under FEES 6.5.2-AR(2) or FEES 6.4.6AR2):
to classes whose  levy limit3 has not been reached as at the date of the levy;
in proportion to the relative sizes of the levy limits3 of the classes in (1) and up to those levy limits32; and
in accordance with the table in FEES 6 Annex 2R; and3
a class’s share of a levy allocated to the retail pool must be distributed amongst any categories within that class in proportion to the unused levy limits for those categories and up to those levy limits: see FEES 6 Annex 2R. 3
3"
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.5A The retail pool,How levy limits affect allocation to classes in the retail pool,The calculation of the relative sizes of the levy limit (for the purpose of FEES 6.5A.1R(2)3) is based on the original levy limits3 for the classes (as set out in FEES 6 Annex 2R3) and not the remaining capacity in each class.
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.5A The retail pool,How levy limits affect allocation to classes in the retail pool,"When the FSCS allocates excess compensation costs levies or specific costs levies under FEES 6.5A.1 R or any levy imposed under FEES 6.5A.2 R (3)(a), a class to which part of the excess is allocated (a ""receiving class"") may, as a result of that allocation, itself reach its limit. In that case, the FSCS must apply FEES 6.5A.1 R or FEES 6.5A.2 R so that any resulting excess levy beyond the limit of the receiving class is allocated amongst the remaining classes whose limits have not been reached, to the exclusion of the receiving class. This process is repeated until the compensation costs levy or specific costs levy has been met in full or the limits of all classes have been exhausted."
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.6 Incoming EEA firms,,"If an incoming EEA firm, which is an IDD insurance intermediary5, an MCD mortgage credit intermediary3 or a4 MiFID investment firm1, is a participant firm, the FSCS must give the firm such discount (if any) as is appropriate on the share of any levy it would otherwise be required to pay, taking account of the nature of the levy and the extent of the compensation coverage provided by the firm's Home State scheme."
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.7 Payment of levies,Payments on account by certain firms,"Where a participant firm must pay its periodic fees for a fee year in accordance with FEES 4.3.6R(1C) to (1E), it must pay its share of any annual levy imposed 7 by the 7FSCS for the financial year of the compensation scheme as follows:
by 1 April an amount equal to 50%, or such lower percentage as the FSCS may determine, of the participant firm’s share of the annual levy 7payable for the previous financial year of the compensation scheme; and
by 1 September the balance of the annual levy 7due from the participant firm for the current financial year of the compensation scheme."
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.7 Payment of levies,Payments on account by certain firms,"Where the FCA grants the person’s application for annulment of a cancellation or variation of Part 4A permission under Schedule 6A to the Act and the person falls within FEES 6.7.-1R and: 
(1) the annulment takes effect after 1 April, then the date for payment referred to in FEES 6.7.-1R(1) does not apply, but the person must, where the annulment takes effect after 1 April but before 1 September, pay:
(a) on the date on which the annulment takes effect, an amount equal to 50%, or such lower percentage as the FSCS may determine, of the participant firm’s share of the annual levy payable for the previous financial year of the compensation scheme; and 
(b) by 1 September, the balance of the annual levy due from the participant firm for the current financial year of the compensation scheme year; or

(2) the annulment takes effect after 1 September, then the date for payment referred to in FEES 6.7.-1R(2) does not apply, but the person must pay the total amount due on the date on which the annulment takes effect."
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.7 Payment of levies,Payments of levy by other firms,"A participant firm that is not within FEES 6.7.-1R, must pay its share of any levy made by the FSCS in one payment.6"
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.7 Payment of levies,Payments of levy by other firms,"A participant firm's share of a levy to which FEES 6.7.1R applies is due on, and payable within 30 days of, the date when the invoice is issued."
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.7 Payment of levies,Payments of interim levies,"A participant firm’s share of any interim levy 7 is due on, and payable within 30 days of, the date when the invoice is issued."
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.7 Payment of levies,Method of payment,"A participant firm liable to pay its share of the levy under FEES 6.7.-1R, 6.7.1R and 6.7.3R must do so using one of the methods set out in FEES 4.2.4 R save that no additional amount or discount is applicable."
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.7 Payment of levies,Firms ceasing to be a participant firm,FEES 6.7.6R does not apply in relation to a person to whom the FCA grants an annulment of a cancellation or variation of Part 4A permission under Schedule 6A to the Act.
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6.7 Payment of levies,Firms ceasing to be a participant firm,The effect of annulment of a cancellation or variation of Part 4A permission under Schedule 6A to the Act is that the cancellation or variation of Part 4A permission is treated as if it had not taken place and the person is liable for any levies which relate to the period prior to the annulment. See further guidance in FEES 4.3.19G.
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6 Annex 1 Financial Services Compensation Scheme - Management Expenses Levy Limit,,"This table belongs to FEES 6.4.2 R
Period
Limit on total of all management expenses levies attributable to that period (£)
1 December 2001 to 1 April 2002
£4,209,000
1 April 2002 to 31 March 2003
£13,228,000
1 April 2003 to 31 March 2004
£13,319,000
1 April 2004 to 31 March 2005
£17,590,000
1 April 2005 to 31 March 2006
£27,030,000
1 April 2006 to 31 March 2007
£37,060,000
21 April 2007 to 31 March 2008
£37,520,000
31 April 2008 to 31 March 2009
£1,000,000,0005 provided that £600,000,000 5may be recovered in respect of5 specific costs relating to the declaration by the FSA on 27 September 2008 that Bradford & Bingley plc is in default only.54
61 April 2009 to 31 March 2010
£1,000,000,0007
71 April 2010 to 31 March 2011
£1,000,000,0008
81 April 2011 to 31 March 2012
£1,000,000,000
91 April 2012 to 31 March 2013
£1,000,000,00010
101 April 2013 to 31 March 2014
£94,400,0001211
111 April 2014 to 31 March 2015
£80,000,000
131 April 2015 to 31 March 2016
£74,429,000
141 April 2016 to 31 March 2017
£72,694,000
151 April 2017 to 31 March 2018
£74,540,000
161 April 2018 to 31 March 2019
£77,661,000
171 April 2019 to 31 March 2020
£79,555,000
181 April 2020 to 31 March 2021
£83,167,893"
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6 Annex 1 Financial Services Compensation Scheme - Management Expenses Levy Limit,,"This table belongs to FEES 6.4.2 R


Period
Limit on total of all management expenses levies attributable to that period (£)



1 December 2001 to 1 April 2002
£4,209,000


1 April 2002 to 31 March 2003
£13,228,000


1 April 2003 to 31 March 2004
£13,319,000


1 April 2004 to 31 March 2005
£17,590,000


1 April 2005 to 31 March 2006
£27,030,000


1 April 2006 to 31 March 2007
£37,060,000


1 April 2007 to 31 March 2008
£37,520,000


1 April 2008 to 31 March 2009
£1,000,000,000 provided that £600,000,000 may be recovered in respect of specific costs relating to the declaration by the FSA on 27 September 2008 that Bradford & Bingley plc is in default only.


1 April 2009 to 31 March 2010
£1,000,000,000


1 April 2010 to 31 March 2011
£1,000,000,000


1 April 2011 to 31 March 2012
£1,000,000,000


1 April 2012 to 31 March 2013
£1,000,000,000


1 April 2013 to 31 March 2014
£94,400,000


1 April 2014 to 31 March 2015
£80,000,000


1 April 2015 to 31 March 2016
£74,429,000


1 April 2016 to 31 March 2017
£72,694,000


1 April 2017 to 31 March 2018
£74,540,000


1 April 2018 to 31 March 2019
£77,661,000


1 April 2019 to 31 March 2020
	£79,555,000


1 April 2020 to 31 March 2021
£83,167,893


1 April 2021 to 31 March 2022
£105,599,319"
High Level Standards,FEES Fees Manual,FEES 6 Financial Services Compensation Scheme Funding,FEES 6 Annex 2 Financial Services Compensation Scheme - annual levy limits,,"This table belongs to FEES 6.3.5 R3
Class4
Category4
Levy Limit (£ million)
Class 1: General Insurance Distribution Claims4
1.1: General insurance distribution4
3104
1.2: General insurance provision4
100 (subject to FEES 6.5.2-AAR)4
Total: 4104
Class 2: Investment Intermediation Claims4
2.1: Life distribution and investment4 intermediation
2404
2.2: Life insurance provision4
35 (subject to FEES 6.5.2-AAR)4
2.3: Investment provision4
50 (subject to FEES 6.5.2-AAR)4
2.4: Structured deposits provision4
5 (subject to FEES 6.5.2-AAR)
Total: 3304
Class 3: Investment Provision Claims4
4
200
4
4
Class 4: Home Finance Intermediation Claims
4.1:4 Home finance intermediation
40
4.2: Home finance provision4
154
Total: 554
Class 5: Debt Management Claims4
5.1:4 Debt management claims
40
5.2: Consumer credit provision4
Class 6: Deposit acceptors’ contribution4
105 (subject to FEES 6.5.2-AAR)4"
